time,totalLiquidVolume_mL,totalLiquidMass_g
0.01,6.80319353e-05,6.80319353e-05
0.02,9.19009012e-05,9.19009012e-05
0.03,0.000110228502,0.000110228502
0.04,0.000125670021,0.000125670021
0.05,0.000138779763,0.000138779763
0.06,0.000148880625,0.000148880625
